Category,Message
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
spam,Free membership! Subscribe now to get your reward! Visit www.mobiledeals.biz to claim your prize!
ham,"Why is that, princess? I bet the brothas are all chasing you!"
spam,Get your mobile today! Text ZB1B to 08658287972 for a chance to win £987!
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Yes :)it completely in out of form:)clark also utter waste.
spam,Exclusive award offer! Get your free holiday now! Call now on 08203210869 to claim!
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,I'm awake oh. What's up.
ham,"Ok, be careful ! Don't text and drive !"
spam,Congratulations! You've won a claim! Visit www.mobiledeals.biz to claim your prize!
ham,I reach home safe n sound liao...
spam,Exclusive camera offer! Get your free holiday now! Text WIN to 09471544550 for your chance to win!
ham,Onum ela pa. Normal than.
spam,You've been selected for a cash! Call 09251077101 to claim now! T&Cs apply.
ham,I'm on the bus. Love you
ham,Hope you are having a great day.
ham,"Greetings me, ! Consider yourself excused."
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
spam,WINNER! Claim your xbox worth £286! Text WIN to 08701162744 for your chance to win!
ham,"sure, but make sure he knows we ain't smokin yet"
ham,I can send you a pic if you like :)
spam,Exclusive win offer! Get your free phone now! Text KTTF to 08799518470 to receive your prize!
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,"Aight I'll grab something to eat too, text me when you're back at mu"
ham,Gud mrng dear hav a nice day
ham,Ok i msg u b4 i leave my house.
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,I love you both too :-)
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
spam,"Exclusive urgent offer! Get your free gift card now! Hurry, offer ends soon! Call 09516008025."
ham,I know you are. Can you pls open the back?
ham,Every monday..nxt week vl be completing..
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,S:-)kallis wont play in first two odi:-)
ham,Hey gals...U all wanna meet 4 dinner at nÃ¬te?
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
spam,You've been selected for a membership! Call 09154015193 to claim now! T&Cs apply.
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
spam,Exclusive free offer! Get your free phone now! Reply YES to join now!
ham,Smith waste da.i wanna gayle.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
spam,u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,What should i eat fo lunch senor
ham,Iâll have a look at the frying pan in case itâs cheap or a book perhaps. No thatâs silly a frying pan isnât likely to be a book
spam,Free mobile! Subscribe now to get your reward! Call now on 08069878748 to claim!
ham,"Sorry, I'll call later"
spam,Get your voucher today! Text T4T6 to 09799869937 for a chance to win £880!
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,Pls speak to that customer machan.
spam,You've been selected for a cash! Call 08572977895 to claim now! T&Cs apply.
spam,Exclusive download offer! Get your free gift card now! Reply YES to join now!
ham,Take some small dose tablet for fever
spam,Congratulations! You've won a winner! Text WIN to 09128408724 for your chance to win!
ham,Pandy joined 4w technologies today.he got job..
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,No. Yes please. Been swimming?
ham,What you did in  leave.
ham,Yes.mum lookin strong:)
ham,If he started searching he will get job in few days.he have great potential and talent.
spam,"URGENT! You're eligible for a exclusive of £861! Hurry, offer ends soon! Call 08487815146."
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
spam,WINNER! Claim your voucher worth £551! Send STOP to 08049839049 to unsubscribe.
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Are u awake? Is there snow there?
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,Fine i miss you very much.
ham,Great! I have to run now so ttyl!
ham,K I'll be sure to get up before noon and see what's what
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,Ya srsly better than yi tho
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
spam,Special offer! SPECIAL awaits you! Send STOP to 08191355766 to unsubscribe.
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,"URGENT! You're eligible for a free of £3694! Hurry, offer ends soon! Call 09662660857."
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
spam,Get your winner today! Text QI3Q to 08794014410 for a chance to win £1896!
spam,"Free free! Subscribe now to get your reward! Hurry, offer ends soon! Call 09412080335."
ham,Do have a nice day today. I love you so dearly.
spam,Exclusive nokia offer! Get your free gift card now! Send STOP to 09736002629 to unsubscribe.
spam,Get your xbox today! Text 082A to 08009635782 for a chance to win £514!
spam,Congratulations! You've won a camera! Text UCCL to 08241292743 to receive your prize!
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
spam,"Congratulations! You've won a xbox! Hurry, offer ends soon! Call 09571229562."
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,Stupid.its not possible
spam,URGENT! You're eligible for a sony of £3566! Text WIN to 09138411981 for your chance to win!
spam,Special offer! OFFER awaits you! Send STOP to 09424552930 to unsubscribe.
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,At WHAT TIME should i come tomorrow
ham,We have to pick rayan macleran there.
spam,WINNER! Claim your nokia worth £315! Reply YES to join now!
spam,Free exclusive! Subscribe now to get your reward! Text 91BM to 08047014597 to receive your prize!
ham,We confirm eating at esplanade?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,I'll probably be around mu a lot
spam,You've been selected for a exclusive! Call 09708226533 to claim now! T&Cs apply.
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam,Get your offer today! Text YUX9 to 08028001816 for a chance to win £749!
ham,Meet after lunch la...
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,I wont touch you with out your permission.
spam,URGENT! You're eligible for a download of £4641! Reply YES to join now!
ham,Like a personal sized or what
spam,Congratulations! You've won a special! Text UHL1 to 09454729440 to receive your prize!
spam,Special offer! WIN awaits you! Visit www.getfreestuff.com to claim your prize!
spam,You've been selected for a camera! Call 08977212974 to claim now! T&Cs apply.
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Oh god i am happy to see your message after 3 days
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
spam,Special offer! RINGTONE awaits you! Send STOP to 09067260965 to unsubscribe.
ham,"Trust me. Even if isn't there, its there."
ham,May b approve panalam...but it should have more posts..
spam,Exclusive gift offer! Get your free gift card now! Click here: www.specialoffers.com to get your reward!
spam,Exclusive congratulations offer! Get your free phone now! Send STOP to 09242354148 to unsubscribe.
ham,i can call in  &lt;#&gt;  min if thats ok
ham,my ex-wife was not able to have kids. Do you want kids one day?
spam,Get your special today! Text IL3S to 08149782085 for a chance to win £768!
spam,WINNER! Claim your sony worth £545! Send STOP to 09659057989 to unsubscribe.
ham,Its a part of checking IQ
spam,URGENT! You're eligible for a offer of £2496! Text WIN to 09624192815 for your chance to win!
spam,WINNER! Claim your download worth £244! Visit www.mobiledeals.biz to claim your prize!
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,What time do u get out?
ham,Where you. What happen
spam,"Special offer! GUARANTEED awaits you! Hurry, offer ends soon! Call 08936227106."
spam,You've been selected for a offer! Call 09159271071 to claim now! T&Cs apply.
ham,Am not interested to do like that.
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,It is a good thing I'm now getting the connection to bw
ham,And I don't plan on staying the night but I prolly won't be back til late
spam,Special offer! DOWNLOAD awaits you! Call now on 08962547752 to claim!
ham,Discussed with your mother ah?
spam,Congratulations! You've won a camera! Text WIN to 08188356655 for your chance to win!
ham,I thk Ã¼ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Yeah do! Donât stand to close tho- youâll catch something!
spam,Special offer! PLAYSTATION awaits you! Call now on 08626189078 to claim!
spam,Congratulations! You've won a voucher! Send STOP to 08749172275 to unsubscribe.
spam,WINNER! Claim your guaranteed worth £301! Click here: www.mobiledeals.biz to get your reward!
ham,It only does simple arithmetic not percentages.
ham,"It's that time of the week again, ryan"
spam,You've been selected for a playstation! Call 08105167507 to claim now! T&Cs apply.
spam,WINNER! Claim your ringtone worth £859! Reply YES to join now!
ham,Any way where are you and what doing.
ham,I'm now but have to wait till 2 for the bus to pick me.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
